state_code,month_year,employment_rate
02,2018-11,0.9378653562484005
02,2018-10,0.9415368057066307
02,2018-09,0.9427095168840612
02,2018-08,0.9452473503174026
02,2018-07,0.9416348736312926
02,2018-06,0.93493985944054
02,2018-05,0.9353952006411939
02,2018-04,0.9317922121065458
02,2018-03,0.9275023852583911
02,2018-02,0.9243329815348466
02,2018-01,0.9248962040332147
02,2017-12,0.9304996622752996
02,2017-11,0.9317636633534834
02,2017-10,0.9356705260791367
02,2017-09,0.9372611518114914
02,2017-08,0.9394129525260357
02,2017-07,0.9368636153540508
02,2017-06,0.93052635019557
02,2017-05,0.9313677958072104
02,2017-04,0.9283894802543903
02,2017-03,0.9240642399845475
02,2017-02,0.9213486603758277
02,2017-01,0.9224319717862969
02,2016-12,0.9292966323201003
02,2016-11,0.9310037116667922
02,2016-10,0.9349905089538696
02,2016-09,0.9371651363218118
02,2016-08,0.9402030152941817
02,2016-07,0.9378033092431604
02,2016-06,0.9308824766095276
02,2016-05,0.9318599911874862
02,2016-04,0.9296170573883527
02,2016-03,0.9253298697244535
02,2016-02,0.9229035254863341
02,2016-01,0.9254169464965301
02,2015-12,0.9322448888429786
02,2015-11,0.9335224034143832
02,2015-10,0.938447542284031
02,2015-09,0.9419669019025215
02,2015-08,0.9448546859279789
02,2015-07,0.941922047646164
02,2015-06,0.9348100685016545
02,2015-05,0.935884705482195
02,2015-04,0.9332722446740066
02,2015-03,0.9280278966801951
02,2015-02,0.9257535774638508
02,2015-01,0.9274119099523958
02,2014-12,0.9343014964458369
02,2014-11,0.9342555003705629
02,2014-10,0.9381255360752808
02,2014-09,0.9382326974746964
02,2014-08,0.9402599710305687
02,2014-07,0.9366810893221883
02,2014-06,0.9300246369468416
02,2014-05,0.9313956497459854
02,2014-04,0.927737593594125
02,2014-03,0.922850540694994
02,2014-02,0.9198669422126935
02,2014-01,0.9220571612216854
02,2013-12,0.9298734233286453
02,2013-11,0.9299669827037833
02,2013-10,0.9341468853144966
02,2013-09,0.9377047034407904
02,2013-08,0.940535274042654
02,2013-07,0.9370334194746885
02,2013-06,0.9292682010232624
02,2013-05,0.9303735394315906
02,2013-04,0.9280476779464538
02,2013-03,0.9240387517270213
02,2013-02,0.9204343867359279
02,2013-01,0.9204974461470131
02,2012-12,0.9282795157802761
02,2012-11,0.9313184464466452
02,2012-10,0.9355944023304404
02,2012-09,0.9373598853930865
02,2012-08,0.9391958809068266
02,2012-07,0.9354146590782041
02,2012-06,0.9281099412945255
02,2012-05,0.9287508326690181
02,2012-04,0.9251971777121288
02,2012-03,0.9202119439231703
02,2012-02,0.9171907698933756
02,2012-01,0.9176947899196873
02,2011-12,0.9221656856812805
02,2011-11,0.9255540546476894
02,2011-10,0.9303832009192654
02,2011-09,0.9330552125883178
02,2011-08,0.9344844539609959
02,2011-07,0.9320785488699237
02,2011-06,0.9241662553383265
02,2011-05,0.9255314198113853
02,2011-04,0.9212003286442315
02,2011-03,0.9157185417548402
02,2011-02,0.9119169264559032
02,2011-01,0.912746878075148
02,2010-12,0.9202290732291453
02,2010-11,0.9227077236853773
02,2010-10,0.927327788275583
02,2010-09,0.930136982528048
02,2010-08,0.932420784150576
02,2010-07,0.9297158663658824
02,2010-06,0.9217721869327262
02,2010-05,0.9218484163584405
02,2010-04,0.9173047644949377
02,2010-03,0.9108370966027051
02,2010-02,0.9086094532866933
02,2010-01,0.9112513268074065
02,2009-12,0.919995392831358
02,2009-11,0.9200238075943991
02,2009-10,0.9236676141038909
02,2009-09,0.9277614424410541
02,2009-08,0.9312266591629945
02,2009-07,0.9289821046871757
02,2009-06,0.9209428815654077
02,2009-05,0.9228259240967132
02,2009-04,0.9207351594958102
02,2009-03,0.9173916104594675
02,2009-02,0.9165022269831425
02,2009-01,0.91994893670019
02,2008-12,0.9302579025286393
02,2008-11,0.932321714121044
02,2008-10,0.9370640805164783
02,2008-09,0.940550441243604
02,2008-08,0.9423765802903216
02,2008-07,0.9399547526077073
02,2008-06,0.9325957474853156
02,2008-05,0.9336778350083049
02,2008-04,0.930671233306074
02,2008-03,0.9265977960255545
02,2008-02,0.9240261518450058
02,2008-01,0.9262598527773881
02,2007-12,0.9345663327492407
02,2007-11,0.9370924434215574
02,2007-10,0.9416733869814634
02,2007-09,0.9436634527128215
02,2007-08,0.9464952150762251
02,2007-07,0.9435065312528546
02,2007-06,0.9364014374577342
02,2007-05,0.9377195756793489
02,2007-04,0.9346721145208496
02,2007-03,0.92940609182492
02,2007-02,0.9270881189520614
02,2007-01,0.9272843546627544
02,2006-12,0.9341709513606727
02,2006-11,0.9362416300586688
02,2006-10,0.9401049076668823
02,2006-09,0.9427503336260878
02,2006-08,0.9446108582930711
02,2006-07,0.9418626559971627
02,2006-06,0.934802937720001
02,2006-05,0.9338686039814557
02,2006-04,0.9299693311165853
02,2006-03,0.9247164442074637
02,2006-02,0.9205488916499263
02,2006-01,0.9208919394497337
02,2005-12,0.9290841739262221
02,2005-11,0.9306106552969864
02,2005-10,0.9356129987372821
02,2005-09,0.9395021701313637
02,2005-08,0.9429402232266186
02,2005-07,0.9398205301980017
02,2005-06,0.9319585691136558
02,2005-05,0.9329173302698798
02,2005-04,0.9295141955090626
02,2005-03,0.9229165068933579
02,2005-02,0.9179165449970946
02,2005-01,0.9189516475252333
02,2004-12,0.9269030026585576
02,2004-11,0.9277587729959507
02,2004-10,0.9319690216345086
02,2004-09,0.9350464902723276
02,2004-08,0.9375809632733086
02,2004-07,0.9347781610288418
02,2004-06,0.9238470590976883
02,2004-05,0.9263041085347627
02,2004-04,0.9218160877735346
02,2004-03,0.9151540619633831
02,2004-02,0.910935018978632
02,2004-01,0.9121200282262583
02,2003-12,0.9203566383110308
02,2003-11,0.9218963908845301
02,2003-10,0.9275024831027884
02,2003-09,0.9308546869443088
02,2003-08,0.9327370102303157
02,2003-07,0.9290831218181232
02,2003-06,0.9210382570131952
02,2003-05,0.9225778286264829
02,2003-04,0.918029825152341
02,2003-03,0.9133924567328373
02,2003-02,0.9103206015624523
02,2003-01,0.9126726649449953
02,2002-12,0.9229761407987432
02,2002-11,0.9259695920222042
02,2002-10,0.9310392363493775
02,2002-09,0.9336139294324177
02,2002-08,0.9365561184582616
02,2002-07,0.9337519464618969
02,2002-06,0.9257539975843233
02,2002-05,0.9284348186464872
02,2002-04,0.923991757616567
02,2002-03,0.9201109802739709
02,2002-02,0.9196326883701247
02,2002-01,0.9216320289759714
04,2019-12,0.9578720445794251
04,2019-11,0.9572436936854701
04,2019-10,0.9552533202410156
04,2019-09,0.9539377641504154
04,2019-08,0.9498303738748771
04,2019-07,0.9490602092530123
04,2019-06,0.9495383357616097
04,2019-05,0.9540737545655238
04,2019-04,0.9551686020997294
04,2019-03,0.9528877594172366
04,2019-02,0.9528871596660676
04,2019-01,0.9485245237640291
04,2018-12,0.953153700263888
04,2018-11,0.9549680749601601
04,2018-10,0.9531398440034122
04,2018-09,0.9520590164029352
04,2018-08,0.9493864023765478
04,2018-07,0.9500485542515271
04,2018-06,0.9498146683379985
04,2018-05,0.9564889610697367
04,2018-04,0.9553355620382505
04,2018-03,0.9538499460683108
04,2018-02,0.9529348742458023
04,2018-01,0.9505605995923886
04,2017-12,0.9548878335356935
04,2017-11,0.9551837926548477
04,2017-10,0.9540469232711002
04,2017-09,0.9513747157095057
04,2017-08,0.9481629900374237
04,2017-07,0.9485119898842408
04,2017-06,0.9494600046649522
04,2017-05,0.9531679139293362
04,2017-04,0.9534126101328412
04,2017-03,0.9513765448556545
04,2017-02,0.9500141917171978
04,2017-01,0.9474794586469467
04,2016-12,0.9518333028158582
04,2016-11,0.9512052097157495
04,2016-10,0.947488969236426
04,2016-09,0.944495400469395
04,2016-08,0.9428930189093531
04,2016-07,0.9422646166408403
04,2016-06,0.9429048201397038
04,2016-05,0.9484151446456432
04,2016-04,0.9474467222845863
04,2016-03,0.9467880706803793
04,2016-02,0.9473221095717825
04,2016-01,0.9443461785384338
04,2015-12,0.9460154734440842
04,2015-11,0.943994664963604
04,2015-10,0.940983469381913
04,2015-09,0.9380614277503523
04,2015-08,0.9357930365428025
04,2015-07,0.9347028139879112
04,2015-06,0.9363752245881984
04,2015-05,0.9398881810925771
04,2015-04,0.9418548515337329
04,2015-03,0.9405949622143839
04,2015-02,0.9394961801365828
04,2015-01,0.9346231928989819
04,2014-12,0.9390567372827887
04,2014-11,0.9369668177157789
04,2014-10,0.9345591605255257
04,2014-09,0.930913546414271
04,2014-08,0.927600458901667
04,2014-07,0.9266044455851428
04,2014-06,0.9289682387400882
04,2014-05,0.9329020380066037
04,2014-04,0.9374628104350005
04,2014-03,0.9308385012229727
04,2014-02,0.9310382653885746
04,2014-01,0.9280349772175969
04,2013-12,0.9300283820394321
04,2013-11,0.9283035958138179
04,2013-10,0.9222918288785734
04,2013-09,0.9203397787084947
04,2013-08,0.9171903340592481
04,2013-07,0.9175548438413047
04,2013-06,0.9170332110205042
04,2013-05,0.9243979609947538
04,2013-04,0.9260055953823009
04,2013-03,0.9243687659223563
04,2013-02,0.9244267898739102
04,2013-01,0.9182954660337864
04,2012-12,0.92331614062625
04,2012-11,0.9243984891200979
04,2012-10,0.9203597632669683
04,2012-09,0.9180334978360355
04,2012-08,0.9114490349978345
04,2012-07,0.9084285875542968
04,2012-06,0.9112854372044983
04,2012-05,0.9174645321182522
04,2012-04,0.919762317641631
04,2012-03,0.9179584609019446
04,2012-02,0.915547048461854
04,2012-01,0.9115433191876376
04,2011-12,0.9145066128412912
04,2011-11,0.9142326339935729
04,2011-10,0.9075629727391992
04,2011-09,0.9033939925526969
04,2011-08,0.8989468416772839
04,2011-07,0.8958086493622359
04,2011-06,0.8946833145728715
04,2011-05,0.909768276288331
04,2011-04,0.9082774130327947
04,2011-03,0.9073842224572671
04,2011-02,0.9051349566881348
04,2011-01,0.9003301622187164
04,2010-12,0.904051780028621
04,2010-11,0.9002880623570279
04,2010-10,0.8997452968749085
04,2010-09,0.896037771861322
04,2010-08,0.8916977453600198
04,2010-07,0.8923163591213793
04,2010-06,0.895325820619174
04,2010-05,0.8995440614439801
04,2010-04,0.8987534493020453
04,2010-03,0.895884974968236
04,2010-02,0.8933967455970951
04,2010-01,0.8893279741968456
04,2009-12,0.8942674513838288
04,2009-11,0.8933193907032306
04,2009-10,0.8904926306050022
04,2009-09,0.8900867542441069
04,2009-08,0.890494791335751
04,2009-07,0.8942837553010488
04,2009-06,0.8986934194592284
04,2009-05,0.906977363028642
04,2009-04,0.9106905675451196
04,2009-03,0.9111274121110365
04,2009-02,0.913644352542564
04,2009-01,0.9149163371362491
04,2008-12,0.9218715322508642
04,2008-11,0.9260372617359447
04,2008-10,0.9276478504661018
04,2008-09,0.9278949481815748
04,2008-08,0.9277479978043064
04,2008-07,0.9336342063933173
04,2008-06,0.9385051110307433
04,2008-05,0.9463511880279479
04,2008-04,0.9528139832792204
04,2008-03,0.9526906947188217
04,2008-02,0.9551906004794671
04,2008-01,0.95310938932467
04,2007-12,0.9578624520179366
04,2007-11,0.9601039730653789
04,2007-10,0.960582893408318
04,2007-09,0.9604520903787374
04,2007-08,0.9592135366654332
04,2007-07,0.9599369396648192
04,2007-06,0.9616443447600276
04,2007-05,0.9663890732304458
04,2007-04,0.965176644520249
04,2007-03,0.9640623552608943
04,2007-02,0.9630058515716038
04,2007-01,0.959353683280995
04,2006-12,0.963811707673359
04,2006-11,0.961837781047406
04,2006-10,0.9607309227035254
04,2006-09,0.9570620222594748
04,2006-08,0.954282747293925
04,2006-07,0.9536759134759039
04,2006-06,0.9550211781217888
04,2006-05,0.9596173712248577
04,2006-04,0.9586864671785825
04,2006-03,0.9579118292672183
04,2006-02,0.9563281504210706
04,2006-01,0.954968546414783
04,2005-12,0.958482521058082
04,2005-11,0.9553720988331852
04,2005-10,0.9548950703626103
04,2005-09,0.9520991371066789
04,2005-08,0.9503668943475614
04,2005-07,0.9504376398586794
04,2005-06,0.9509368511155577
04,2005-05,0.9555013865517585
04,2005-04,0.9541952732432959
04,2005-03,0.9528833339209534
04,2005-02,0.9525616678182797
04,2005-01,0.9508757419807959
04,2004-12,0.9561995462926589
04,2004-11,0.9545997787784912
04,2004-10,0.9526514654933554
04,2004-09,0.9509390573828848
04,2004-08,0.9471145716861974
04,2004-07,0.9459104964926457
04,2004-06,0.9456793226858188
04,2004-05,0.9509993799217359
04,2004-04,0.9491491242311092
04,2004-03,0.9479361546101256
04,2004-02,0.9494447393796249
04,2004-01,0.944775005131259
04,2003-12,0.9506731146728324
04,2003-11,0.9484802425020382
04,2003-10,0.9453721922072087
04,2003-09,0.9414891838577018
04,2003-08,0.9375696344578076
04,2003-07,0.9385210014749931
04,2003-06,0.9370382459397629
04,2003-05,0.9437115341670594
04,2003-04,0.9439075335955852
04,2003-03,0.942966406430984
04,2003-02,0.9423088072645761
04,2003-01,0.9385682878589406
04,2002-12,0.9430282022186643
04,2002-11,0.9413733540464566
04,2002-10,0.9396695318355376
04,2002-09,0.9376448936411074
04,2002-08,0.9330176770952313
04,2002-07,0.9345139634000954
04,2002-06,0.9348346768613083
04,2002-05,0.9406003176160554
04,2002-04,0.9408577312513309
04,2002-03,0.9410919280552569
04,2002-02,0.9425138926520455
04,2002-01,0.9390874349507501
05,2019-12,0.9662780312712721
05,2019-11,0.9692975049450283
05,2019-10,0.9691112998180953
05,2019-09,0.9666836666652011
05,2019-08,0.9637155978434168
05,2019-07,0.9588648594958395
05,2019-06,0.9618994356601759
05,2019-05,0.9664861249829505
05,2019-04,0.9696589435466134
05,2019-03,0.9652325303200397
05,2019-02,0.9594241223570477
05,2019-01,0.9575206269459909
05,2018-12,0.9651908623051575
05,2018-11,0.9687677384826106
05,2018-10,0.9683667737378036
05,2018-09,0.9662747606847938
05,2018-08,0.9641084256484207
05,2018-07,0.9599740558397707
05,2018-06,0.9606386630730913
05,2018-05,0.9653252423351837
05,2018-04,0.9669950246175846
05,2018-03,0.9629108702151224
05,2018-02,0.9572579817190846
05,2018-01,0.956819449679608
05,2017-12,0.9638009015974035
05,2017-11,0.9671603663947543
05,2017-10,0.9675239754269934
05,2017-09,0.9647686215461152
05,2017-08,0.9614636833912018
05,2017-07,0.9584513491689903
05,2017-06,0.96054038193761
05,2017-05,0.9647730933136854
05,2017-04,0.9680831694028869
05,2017-03,0.9646253163650256
05,2017-02,0.9581296475574191
05,2017-01,0.9569596562657116
05,2016-12,0.963825512446197
05,2016-11,0.9671459349998092
05,2016-10,0.966057532739209
05,2016-09,0.9625490873559888
05,2016-08,0.9604815508902605
05,2016-07,0.9562021274872352
05,2016-06,0.9574621554276183
05,2016-05,0.9615709333698637
05,2016-04,0.9640938752112311
05,2016-03,0.9591505224124051
05,2016-02,0.9533107535222701
05,2016-01,0.9523240385990646
05,2015-12,0.9578504164134906
05,2015-11,0.9597727424577176
05,2015-10,0.9588406796429402
05,2015-09,0.9556894983736585
05,2015-08,0.952191077005069
05,2015-07,0.9457912345637844
05,2015-06,0.9464089690961426
05,2015-05,0.9477096405798704
05,2015-04,0.9501719054200103
05,2015-03,0.9449317439871325
05,2015-02,0.9396926124303365
05,2015-01,0.9374778883720788
05,2014-12,0.9449343542778971
05,2014-11,0.9474509471221984
05,2014-10,0.9481533956524931
05,2014-09,0.9444151026034086
05,2014-08,0.9412113231392147
05,2014-07,0.935942507832475
05,2014-06,0.9382492322970781
05,2014-05,0.9407152706237829
05,2014-04,0.9436882888494019
05,2014-03,0.9356594904140663
05,2014-02,0.9290858632347226
05,2014-01,0.9277305078811278
05,2013-12,0.9328405836503258
05,2013-11,0.935481806448467
05,2013-10,0.9340066081520801
05,2013-09,0.9312397451928641
05,2013-08,0.928525168955555
05,2013-07,0.9230516255469946
05,2013-06,0.9234115445494646
05,2013-05,0.9273065141003694
05,2013-04,0.9312670213344122
05,2013-03,0.9271704250669728
05,2013-02,0.9201722151311297
05,2013-01,0.9172629648111608
05,2012-12,0.9257033043292585
05,2012-11,0.930426139987487
05,2012-10,0.9301662396777564
05,2012-09,0.9276467889495605
05,2012-08,0.9252235674075135
05,2012-07,0.9195764768839707
05,2012-06,0.922463043463969
05,2012-05,0.9254549558987131
05,2012-04,0.9291893021002621
05,2012-03,0.9238968115882119
05,2012-02,0.9172514658819039
05,2012-01,0.9151150283524264
05,2011-12,0.9217676801904666
05,2011-11,0.9261292589283027
05,2011-10,0.9251347071856515
05,2011-09,0.9209934531606873
05,2011-08,0.9187747122396978
05,2011-07,0.9126627683644881
05,2011-06,0.9137409293304956
05,2011-05,0.9168258937314291
05,2011-04,0.9192177593570191
05,2011-03,0.914295270172709
05,2011-02,0.9082239968731401
05,2011-01,0.9054874100799736
05,2010-12,0.9177433256759406
05,2010-11,0.9209392358561509
05,2010-10,0.9236253499340499
05,2010-09,0.9213020890903062
05,2010-08,0.9194871960493015
05,2010-07,0.916118649402457
05,2010-06,0.9191079144421525
05,2010-05,0.9199376548331479
05,2010-04,0.9217282919264318
05,2010-03,0.9165527452024194
05,2010-02,0.9103806033690544
05,2010-01,0.9099084111697237
05,2009-12,0.9190895828389943
05,2009-11,0.9243019453264175
05,2009-10,0.9243784962478389
05,2009-09,0.9244107005283362
05,2009-08,0.923311531775813
05,2009-07,0.9178757286951686
05,2009-06,0.9187888266214866
05,2009-05,0.9209427011140109
05,2009-04,0.9250533277075532
05,2009-03,0.9218588536544853
05,2009-02,0.9194132380932076
05,2009-01,0.9201123228183895
05,2008-12,0.9335230822936499
05,2008-11,0.9410597345084336
05,2008-10,0.9459858229287867
05,2008-09,0.946219912591594
05,2008-08,0.9460143121785167
05,2008-07,0.9436208920145769
05,2008-06,0.9464696794377764
05,2008-05,0.9488274326030793
05,2008-04,0.9532641565804143
05,2008-03,0.950044884747081
05,2008-02,0.9456330465565125
05,2008-01,0.9426871645080637
05,2007-12,0.9484936069073276
05,2007-11,0.9524488310776466
05,2007-10,0.952725466340178
05,2007-09,0.9485522263897606
05,2007-08,0.9476073612470873
05,2007-07,0.9412284651209699
05,2007-06,0.9442256109265464
05,2007-05,0.9472467404910648
05,2007-04,0.9495688081516367
05,2007-03,0.947580438878438
05,2007-02,0.9421062345265521
05,2007-01,0.9410089950902109
05,2006-12,0.9498920314982853
05,2006-11,0.9511499816648331
05,2006-10,0.9545612186614872
05,2006-09,0.9505972240170106
05,2006-08,0.9484649475639544
05,2006-07,0.9434232135493159
05,2006-06,0.9455575148284612
05,2006-05,0.9479165754803694
05,2006-04,0.950456374837427
05,2006-03,0.9485523677949641
05,2006-02,0.9446499633604579
05,2006-01,0.9452004130921889
05,2005-12,0.9506518241175662
05,2005-11,0.9544236933643677
05,2005-10,0.9553790378846533
05,2005-09,0.9513941592823849
05,2005-08,0.9480229669387806
05,2005-07,0.9431269556790585
05,2005-06,0.9448793724161292
05,2005-05,0.9473839620499778
05,2005-04,0.9500039993212367
05,2005-03,0.9468886207676646
05,2005-02,0.9402605846407527
05,2005-01,0.9388439170344259
05,2004-12,0.9461409194025848
05,2004-11,0.9500827572332565
05,2004-10,0.9509949872735074
05,2004-09,0.9480888144576539
05,2004-08,0.9456896222159356
05,2004-07,0.9390334426219584
05,2004-06,0.9390788014497173
05,2004-05,0.9419971304313671
05,2004-04,0.9445224370893764
05,2004-03,0.9393849569880678
05,2004-02,0.9359304962109392
05,2004-01,0.9338723126850286
05,2003-12,0.9435184755990732
05,2003-11,0.9452477053858136
05,2003-10,0.9463445469976743
05,2003-09,0.9427748112512515
05,2003-08,0.9411590059379811
05,2003-07,0.935242763819369
05,2003-06,0.9358718662520646
05,2003-05,0.9405923606831674
05,2003-04,0.9433274560168534
05,2003-03,0.940833055764117
05,2003-02,0.9373075875437085
05,2003-01,0.9363395881825177
05,2002-12,0.946359238649298
05,2002-11,0.9503968113193119
05,2002-10,0.9536633144295834
05,2002-09,0.9509615632844995
05,2002-08,0.9483200495676909
05,2002-07,0.9421214953776832
05,2002-06,0.9424881650500727
05,2002-05,0.9454673128756168
05,2002-04,0.945536063883175
05,2002-03,0.9426979963852761
05,2002-02,0.9387563101792142
05,2002-01,0.9360280576845764
06,2019-12,0.9634719176814355
06,2019-11,0.9632430849656072
06,2019-10,0.9628474990651672
06,2019-09,0.963893337412794
06,2019-08,0.9583916591233665
06,2019-07,0.9559340360871245
06,2019-06,0.9588711579465472
06,2019-05,0.9639208949782746
06,2019-04,0.9618595812013285
06,2019-03,0.9554409091005188
06,2019-02,0.9553658858191549
06,2019-01,0.9519394377410231
06,2018-12,0.9580066333288965
06,2018-11,0.9602152453439755
06,2018-10,0.9598151210888408
